Age,Gender,Income_Level,Travel_Companion,Activity_Level,Budget,Target_Destination
39,Male,Low,Family,4,Economical,Adventure/Nature
53,Male,Medium,Solo,4,Luxury,Cultural/Historical
51,Female,Medium,Family,1,Mid-range,Relaxation/Beach
47,Female,Low,Family,3,Economical,Cultural/Historical
42,Other,High,Family,4,Luxury,Relaxation/Beach
62,Male,Low,Solo,3,Mid-range,Cultural/Historical
45,Other,Medium,Group,4,Mid-range,Cultural/Historical
18,Male,High,Family,2,Mid-range,Relaxation/Beach
62,Female,Medium,Solo,5,Economical,Cultural/Historical
21,Male,Low,Family,1,Luxury,Relaxation/Beach
24,Female,Medium,Group,2,Mid-range,Cultural/Historical
26,Female,High,Group,4,Luxury,Adventure/Nature
53,Female,High,Solo,1,Mid-range,Relaxation/Beach
36,Female,High,Group,5,Economical,Adventure/Nature
18,Male,Medium,Solo,5,Mid-range,Adventure/Nature
27,Male,High,Group,4,Luxury,Relaxation/Beach
53,Female,Low,Solo,1,Luxury,Relaxation/Beach
26,Male,Low,Solo,4,Mid-range,Adventure/Nature
62,Male,High,Family,5,Economical,Cultural/Historical
63,Female,Low,Family,2,Luxury,Relaxation/Beach
59,Female,Low,Family,2,Luxury,Relaxation/Beach
49,Male,Low,Group,3,Luxury,Cultural/Historical
49,Male,Medium,Group,5,Economical,Cultural/Historical
23,Male,High,Family,5,Economical,Adventure/Nature
55,Male,Medium,Family,4,Mid-range,Cultural/Historical
34,Female,Low,Solo,3,Economical,Cultural/Historical
27,Other,Medium,Solo,3,Luxury,Cultural/Historical
44,Female,High,Family,1,Mid-range,Relaxation/Beach
52,Male,High,Solo,4,Luxury,Relaxation/Beach
38,Other,Medium,Family,2,Economical,Cultural/Historical
42,Female,High,Family,1,Mid-range,Relaxation/Beach
45,Male,High,Solo,3,Mid-range,Cultural/Historical
64,Other,Low,Family,2,Mid-range,Cultural/Historical
32,Female,Low,Solo,5,Mid-range,Adventure/Nature
21,Female,Low,Family,4,Mid-range,Adventure/Nature
46,Female,High,Group,3,Luxury,Cultural/Historical
26,Male,Low,Family,5,Economical,Adventure/Nature
44,Male,Medium,Solo,3,Luxury,Cultural/Historical
43,Female,Low,Family,2,Luxury,Relaxation/Beach
36,Male,High,Solo,1,Luxury,Relaxation/Beach
45,Male,Medium,Family,2,Luxury,Relaxation/Beach
34,Female,High,Family,4,Economical,Adventure/Nature
60,Female,High,Family,4,Mid-range,Cultural/Historical
58,Female,Low,Group,3,Luxury,Cultural/Historical
59,Female,Medium,Family,2,Mid-range,Relaxation/Beach
37,Female,Low,Solo,1,Mid-range,Relaxation/Beach
62,Female,High,Solo,4,Luxury,Cultural/Historical
57,Male,Medium,Group,1,Mid-range,Cultural/Historical
56,Male,Low,Solo,5,Luxury,Cultural/Historical
40,Male,Low,Family,3,Mid-range,Relaxation/Beach
64,Male,Medium,Family,1,Luxury,Relaxation/Beach
49,Male,High,Family,3,Luxury,Cultural/Historical
64,Male,Medium,Group,5,Mid-range,Cultural/Historical
50,Female,High,Family,1,Economical,Cultural/Historical
63,Other,Medium,Family,1,Economical,Cultural/Historical
22,Male,Low,Group,5,Mid-range,Adventure/Nature
60,Female,High,Family,2,Luxury,Relaxation/Beach
51,Female,Low,Family,1,Mid-range,Relaxation/Beach
57,Male,High,Family,1,Economical,Cultural/Historical
28,Other,Medium,Family,4,Mid-range,Adventure/Nature
20,Female,Low,Group,2,Mid-range,Cultural/Historical
50,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
28,Female,High,Solo,5,Luxury,Adventure/Nature
33,Male,High,Group,3,Mid-range,Cultural/Historical
35,Female,Low,Family,5,Mid-range,Adventure/Nature
47,Male,Low,Solo,2,Mid-range,Relaxation/Beach
27,Female,Medium,Family,4,Luxury,Cultural/Historical
35,Male,Medium,Group,4,Mid-range,Adventure/Nature
55,Female,High,Group,4,Mid-range,Cultural/Historical
36,Male,Low,Family,5,Mid-range,Adventure/Nature
53,Female,High,Solo,3,Luxury,Cultural/Historical
30,Female,Medium,Group,3,Economical,Cultural/Historical
63,Female,High,Family,1,Economical,Cultural/Historical
20,Female,Medium,Group,3,Economical,Cultural/Historical
27,Female,Medium,Solo,3,Luxury,Cultural/Historical
55,Female,High,Solo,1,Economical,Cultural/Historical
18,Female,Medium,Family,5,Luxury,Cultural/Historical
44,Female,High,Solo,5,Mid-range,Adventure/Nature
63,Female,High,Family,2,Mid-range,Relaxation/Beach
25,Male,Medium,Group,5,Luxury,Party/Nightlife
63,Male,Medium,Family,4,Mid-range,Cultural/Historical
59,Male,Low,Group,4,Mid-range,Cultural/Historical
34,Female,Low,Family,2,Economical,Cultural/Historical
26,Male,Low,Group,3,Mid-range,Cultural/Historical
23,Female,Low,Group,2,Luxury,Cultural/Historical
60,Female,Low,Family,1,Luxury,Relaxation/Beach
42,Male,Medium,Family,2,Luxury,Relaxation/Beach
56,Female,Medium,Family,2,Luxury,Relaxation/Beach
45,Male,Medium,Family,4,Luxury,Cultural/Historical
50,Male,Low,Solo,1,Luxury,Relaxation/Beach
54,Female,Low,Group,1,Mid-range,Cultural/Historical
26,Male,Medium,Group,2,Mid-range,Cultural/Historical
35,Male,Medium,Family,1,Luxury,Relaxation/Beach
38,Female,Medium,Family,1,Mid-range,Relaxation/Beach
19,Male,Medium,Family,5,Luxury,Cultural/Historical
60,Other,High,Family,1,Economical,Cultural/Historical
55,Other,Medium,Family,3,Economical,Cultural/Historical
57,Male,Medium,Group,1,Mid-range,Cultural/Historical
53,Male,High,Family,4,Economical,Cultural/Historical
60,Female,High,Solo,5,Luxury,Cultural/Historical
54,Female,Medium,Group,4,Economical,Cultural/Historical
32,Male,Medium,Family,4,Mid-range,Adventure/Nature
45,Female,Low,Group,3,Economical,Cultural/Historical
35,Male,Medium,Solo,5,Economical,Adventure/Nature
51,Female,High,Solo,2,Economical,Cultural/Historical
39,Male,Medium,Group,1,Luxury,Party/Nightlife
28,Male,High,Solo,3,Luxury,Cultural/Historical
30,Male,Medium,Group,3,Mid-range,Cultural/Historical
21,Other,High,Group,2,Luxury,Cultural/Historical
39,Female,Medium,Family,3,Luxury,Cultural/Historical
24,Female,Low,Solo,2,Mid-range,Relaxation/Beach
60,Male,Medium,Family,2,Mid-range,Party/Nightlife
41,Male,Low,Group,2,Mid-range,Cultural/Historical
21,Male,Low,Family,3,Economical,Cultural/Historical
45,Female,High,Family,2,Economical,Cultural/Historical
32,Female,Low,Family,3,Mid-range,Cultural/Historical
18,Female,High,Solo,5,Economical,Adventure/Nature
20,Male,Low,Group,2,Luxury,Cultural/Historical
31,Other,Low,Group,3,Luxury,Cultural/Historical
55,Male,High,Group,3,Economical,Cultural/Historical
18,Other,Medium,Family,3,Luxury,Cultural/Historical
55,Male,Medium,Group,1,Luxury,Cultural/Historical
55,Female,Medium,Solo,1,Mid-range,Relaxation/Beach
38,Male,Medium,Family,2,Mid-range,Relaxation/Beach
46,Male,High,Family,5,Economical,Cultural/Historical
22,Female,Medium,Group,2,Economical,Cultural/Historical
27,Male,Medium,Group,4,Mid-range,Adventure/Nature
45,Male,High,Group,4,Mid-range,Cultural/Historical
38,Female,Low,Group,5,Economical,Adventure/Nature
24,Female,Medium,Group,5,Mid-range,Adventure/Nature
20,Female,High,Solo,5,Luxury,Adventure/Nature
62,Male,Medium,Group,1,Luxury,Cultural/Historical
64,Female,High,Family,1,Luxury,Relaxation/Beach
37,Female,Medium,Family,4,Luxury,Adventure/Nature
36,Male,High,Solo,5,Luxury,Relaxation/Beach
52,Female,High,Family,3,Economical,Cultural/Historical
21,Male,Low,Solo,4,Luxury,Adventure/Nature
22,Male,Low,Family,5,Luxury,Relaxation/Beach
18,Male,Medium,Family,3,Economical,Cultural/Historical
21,Male,High,Group,5,Mid-range,Adventure/Nature
29,Female,Low,Group,2,Mid-range,Cultural/Historical
44,Female,Low,Family,3,Economical,Cultural/Historical
59,Other,Medium,Family,2,Economical,Cultural/Historical
40,Female,High,Solo,1,Economical,Adventure/Nature
42,Male,Medium,Family,4,Luxury,Party/Nightlife
38,Female,Medium,Solo,5,Economical,Adventure/Nature
41,Female,Low,Group,4,Mid-range,Relaxation/Beach
42,Male,Medium,Family,5,Economical,Party/Nightlife
62,Female,Low,Solo,2,Luxury,Relaxation/Beach
63,Other,Low,Family,3,Luxury,Cultural/Historical
49,Female,High,Family,3,Mid-range,Cultural/Historical
49,Other,High,Family,5,Economical,Cultural/Historical
22,Male,Low,Solo,2,Mid-range,Relaxation/Beach
53,Male,Low,Group,5,Luxury,Cultural/Historical
63,Male,Medium,Solo,5,Luxury,Cultural/Historical
59,Female,Medium,Solo,5,Luxury,Cultural/Historical
59,Female,Low,Solo,3,Economical,Cultural/Historical
56,Other,Medium,Family,5,Economical,Cultural/Historical
33,Male,Low,Solo,3,Economical,Cultural/Historical
50,Male,High,Solo,1,Luxury,Relaxation/Beach
38,Female,High,Family,2,Mid-range,Relaxation/Beach
26,Female,Medium,Family,1,Luxury,Relaxation/Beach
23,Male,Medium,Solo,5,Luxury,Relaxation/Beach
62,Female,High,Solo,3,Luxury,Cultural/Historical
52,Female,High,Family,2,Economical,Cultural/Historical
56,Female,Low,Solo,4,Economical,Cultural/Historical
39,Female,Low,Family,2,Luxury,Relaxation/Beach
58,Male,Medium,Solo,2,Luxury,Relaxation/Beach
22,Other,Low,Solo,5,Mid-range,Adventure/Nature
59,Female,Medium,Family,1,Luxury,Relaxation/Beach
40,Male,Medium,Solo,1,Economical,Relaxation/Beach
34,Male,Medium,Solo,4,Economical,Adventure/Nature
29,Female,Medium,Family,5,Mid-range,Adventure/Nature
40,Male,Medium,Group,2,Luxury,Cultural/Historical
33,Male,High,Family,1,Mid-range,Relaxation/Beach
20,Female,Low,Group,1,Mid-range,Cultural/Historical
47,Male,Medium,Group,3,Economical,Cultural/Historical
39,Female,Low,Group,2,Mid-range,Cultural/Historical
26,Male,Low,Group,5,Luxury,Party/Nightlife
46,Female,Medium,Family,1,Economical,Cultural/Historical
64,Male,Low,Family,5,Luxury,Relaxation/Beach
54,Male,Low,Solo,2,Luxury,Relaxation/Beach
40,Male,Low,Family,2,Luxury,Relaxation/Beach
30,Other,Medium,Group,1,Luxury,Relaxation/Beach
49,Female,High,Family,4,Mid-range,Cultural/Historical
63,Male,Low,Family,5,Mid-range,Relaxation/Beach
64,Female,Medium,Family,5,Economical,Cultural/Historical
40,Female,Low,Family,3,Mid-range,Cultural/Historical
62,Other,Medium,Family,2,Mid-range,Relaxation/Beach
34,Male,Medium,Family,2,Economical,Cultural/Historical
57,Female,Medium,Family,1,Luxury,Adventure/Nature
38,Male,High,Family,1,Luxury,Relaxation/Beach
19,Male,High,Group,1,Economical,Relaxation/Beach
54,Other,Low,Group,3,Economical,Cultural/Historical
23,Female,High,Solo,4,Economical,Adventure/Nature
61,Male,Low,Group,1,Mid-range,Cultural/Historical
35,Male,High,Solo,1,Luxury,Adventure/Nature
47,Female,Low,Solo,1,Mid-range,Relaxation/Beach
39,Female,Medium,Family,3,Economical,Cultural/Historical
50,Male,Low,Solo,5,Economical,Cultural/Historical
47,Other,Low,Solo,4,Mid-range,Cultural/Historical
34,Male,High,Family,5,Mid-range,Adventure/Nature
60,Male,High,Family,2,Economical,Cultural/Historical
49,Other,Medium,Solo,2,Economical,Cultural/Historical
59,Male,High,Family,1,Economical,Cultural/Historical
31,Male,High,Family,5,Mid-range,Adventure/Nature
27,Female,Low,Family,3,Mid-range,Cultural/Historical
64,Female,Low,Group,4,Luxury,Cultural/Historical
53,Male,Low,Family,5,Mid-range,Cultural/Historical
51,Other,Medium,Solo,5,Mid-range,Cultural/Historical
26,Female,Low,Solo,4,Economical,Adventure/Nature
59,Male,Low,Family,5,Economical,Cultural/Historical
45,Female,Low,Family,5,Mid-range,Relaxation/Beach
28,Male,Low,Solo,4,Economical,Adventure/Nature
31,Male,High,Solo,3,Mid-range,Relaxation/Beach
56,Female,Low,Group,4,Economical,Cultural/Historical
64,Other,Medium,Family,1,Economical,Cultural/Historical
36,Male,Medium,Family,1,Economical,Party/Nightlife
32,Male,Medium,Group,1,Luxury,Adventure/Nature
45,Female,Low,Group,1,Mid-range,Cultural/Historical
41,Male,Medium,Family,2,Economical,Cultural/Historical
25,Male,Low,Family,3,Economical,Cultural/Historical
60,Male,Medium,Group,2,Mid-range,Cultural/Historical
26,Female,Low,Family,5,Luxury,Relaxation/Beach
64,Male,Medium,Solo,5,Economical,Cultural/Historical
50,Male,Medium,Solo,4,Luxury,Cultural/Historical
50,Female,Medium,Family,1,Mid-range,Adventure/Nature
36,Female,Medium,Group,4,Mid-range,Adventure/Nature
20,Female,Medium,Solo,5,Mid-range,Adventure/Nature
27,Male,High,Solo,1,Luxury,Relaxation/Beach
57,Female,Low,Group,3,Mid-range,Cultural/Historical
64,Male,High,Group,5,Economical,Cultural/Historical
59,Male,High,Solo,4,Mid-range,Cultural/Historical
18,Female,Medium,Family,4,Economical,Adventure/Nature
46,Male,Low,Family,5,Luxury,Cultural/Historical
51,Male,Medium,Solo,2,Economical,Cultural/Historical
30,Male,Low,Group,3,Mid-range,Cultural/Historical
18,Male,Low,Solo,5,Economical,Relaxation/Beach
51,Male,Low,Solo,5,Economical,Cultural/Historical
46,Other,Low,Solo,4,Mid-range,Cultural/Historical
64,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
30,Male,High,Solo,1,Mid-range,Adventure/Nature
46,Male,Low,Solo,1,Economical,Cultural/Historical
56,Other,High,Group,4,Luxury,Cultural/Historical
41,Female,High,Solo,1,Economical,Cultural/Historical
43,Male,High,Group,5,Mid-range,Adventure/Nature
34,Female,High,Family,2,Mid-range,Relaxation/Beach
24,Male,Medium,Family,2,Mid-range,Relaxation/Beach
30,Male,Low,Solo,2,Economical,Cultural/Historical
22,Male,Medium,Solo,1,Luxury,Relaxation/Beach
43,Male,Medium,Family,2,Mid-range,Relaxation/Beach
20,Male,High,Family,1,Economical,Relaxation/Beach
24,Female,High,Group,5,Mid-range,Adventure/Nature
56,Male,Medium,Group,5,Economical,Cultural/Historical
18,Female,Medium,Family,4,Mid-range,Adventure/Nature
34,Male,Low,Family,4,Luxury,Adventure/Nature
60,Male,Low,Group,3,Luxury,Cultural/Historical
42,Male,Medium,Family,5,Mid-range,Adventure/Nature
20,Other,Medium,Group,1,Economical,Adventure/Nature
32,Male,High,Group,3,Economical,Cultural/Historical
46,Female,Medium,Solo,5,Mid-range,Cultural/Historical
60,Male,High,Solo,1,Mid-range,Relaxation/Beach
49,Male,Medium,Family,5,Economical,Cultural/Historical
43,Male,High,Family,5,Luxury,Adventure/Nature
33,Male,Low,Family,1,Economical,Adventure/Nature
42,Male,High,Group,5,Mid-range,Relaxation/Beach
45,Male,Medium,Solo,5,Economical,Cultural/Historical
26,Female,Low,Solo,5,Luxury,Adventure/Nature
18,Male,Low,Solo,4,Economical,Adventure/Nature
46,Female,High,Family,2,Economical,Cultural/Historical
39,Male,Low,Family,5,Mid-range,Adventure/Nature
33,Female,Medium,Solo,1,Luxury,Relaxation/Beach
58,Female,Medium,Family,5,Mid-range,Cultural/Historical
61,Male,Medium,Solo,4,Economical,Cultural/Historical
58,Male,High,Solo,4,Luxury,Cultural/Historical
24,Female,Medium,Family,5,Economical,Adventure/Nature
31,Female,Medium,Family,3,Mid-range,Cultural/Historical
46,Male,High,Family,2,Mid-range,Relaxation/Beach
36,Male,High,Group,1,Mid-range,Relaxation/Beach
36,Female,High,Group,1,Economical,Cultural/Historical
19,Male,Medium,Solo,1,Luxury,Relaxation/Beach
58,Female,Low,Family,1,Mid-range,Relaxation/Beach
62,Male,Medium,Family,4,Luxury,Cultural/Historical
32,Male,High,Group,2,Luxury,Cultural/Historical
20,Female,Low,Group,5,Luxury,Party/Nightlife
28,Female,Low,Solo,5,Mid-range,Adventure/Nature
63,Male,Low,Solo,3,Economical,Cultural/Historical
47,Female,Medium,Family,5,Luxury,Cultural/Historical
57,Female,High,Family,2,Luxury,Relaxation/Beach
35,Female,Low,Solo,5,Luxury,Cultural/Historical
19,Male,Medium,Solo,4,Mid-range,Adventure/Nature
49,Female,High,Family,5,Mid-range,Cultural/Historical
25,Female,Low,Solo,1,Luxury,Relaxation/Beach
39,Female,Medium,Solo,1,Luxury,Relaxation/Beach
23,Female,High,Solo,1,Economical,Adventure/Nature
29,Male,High,Solo,1,Mid-range,Adventure/Nature
64,Female,Low,Family,4,Mid-range,Cultural/Historical
57,Female,Low,Family,4,Economical,Cultural/Historical
53,Male,Low,Solo,4,Luxury,Cultural/Historical
32,Male,High,Solo,5,Mid-range,Adventure/Nature
45,Male,High,Solo,1,Mid-range,Relaxation/Beach
62,Female,Medium,Family,3,Luxury,Cultural/Historical
35,Male,Medium,Solo,3,Economical,Cultural/Historical
19,Female,Low,Family,1,Luxury,Relaxation/Beach
30,Other,Medium,Solo,2,Luxury,Relaxation/Beach
62,Female,Medium,Solo,5,Luxury,Cultural/Historical
32,Other,High,Solo,3,Mid-range,Cultural/Historical
37,Other,Medium,Solo,4,Economical,Party/Nightlife
46,Male,Medium,Family,2,Mid-range,Relaxation/Beach
59,Female,Low,Family,4,Mid-range,Cultural/Historical
46,Male,Low,Group,2,Mid-range,Cultural/Historical
20,Female,Low,Solo,2,Mid-range,Relaxation/Beach
36,Male,Low,Solo,5,Mid-range,Adventure/Nature
20,Other,Medium,Solo,4,Mid-range,Cultural/Historical
31,Female,Low,Group,4,Luxury,Relaxation/Beach
57,Female,Low,Solo,3,Luxury,Adventure/Nature
21,Male,High,Family,1,Mid-range,Relaxation/Beach
28,Male,Medium,Solo,1,Luxury,Relaxation/Beach
48,Female,Medium,Solo,3,Economical,Cultural/Historical
60,Male,High,Group,2,Luxury,Cultural/Historical
49,Female,Medium,Family,3,Mid-range,Cultural/Historical
44,Male,High,Group,3,Mid-range,Cultural/Historical
47,Female,Low,Family,4,Mid-range,Cultural/Historical
60,Male,High,Family,3,Mid-range,Cultural/Historical
19,Female,High,Solo,2,Economical,Cultural/Historical
26,Female,High,Family,1,Economical,Cultural/Historical
45,Male,Low,Solo,5,Economical,Cultural/Historical
48,Male,Medium,Family,3,Mid-range,Cultural/Historical
51,Male,Low,Family,3,Economical,Adventure/Nature
32,Female,Medium,Group,4,Economical,Adventure/Nature
42,Female,High,Family,4,Economical,Cultural/Historical
53,Female,Medium,Family,3,Economical,Cultural/Historical
25,Female,Medium,Solo,3,Luxury,Cultural/Historical
26,Male,Medium,Solo,2,Mid-range,Relaxation/Beach
54,Male,Medium,Solo,1,Luxury,Relaxation/Beach
62,Male,High,Family,1,Mid-range,Relaxation/Beach
56,Male,High,Group,5,Luxury,Cultural/Historical
49,Other,Low,Solo,1,Mid-range,Relaxation/Beach
34,Female,Medium,Solo,5,Mid-range,Adventure/Nature
52,Male,Low,Family,4,Mid-range,Cultural/Historical
54,Female,Medium,Group,5,Mid-range,Cultural/Historical
36,Female,High,Family,5,Mid-range,Adventure/Nature
61,Male,High,Solo,1,Luxury,Relaxation/Beach
46,Male,Medium,Group,3,Luxury,Cultural/Historical
24,Male,Low,Group,4,Mid-range,Adventure/Nature
45,Female,Low,Solo,2,Luxury,Relaxation/Beach
26,Other,Medium,Group,5,Luxury,Party/Nightlife
45,Female,Low,Family,5,Mid-range,Cultural/Historical
23,Male,Medium,Family,5,Luxury,Adventure/Nature
46,Male,Low,Family,3,Economical,Cultural/Historical
34,Female,Medium,Group,2,Economical,Cultural/Historical
33,Female,Low,Family,1,Economical,Relaxation/Beach
40,Female,High,Solo,4,Luxury,Party/Nightlife
48,Female,High,Group,3,Economical,Cultural/Historical
20,Male,Medium,Solo,2,Economical,Cultural/Historical
38,Female,Low,Family,4,Economical,Adventure/Nature
43,Female,Medium,Family,1,Mid-range,Relaxation/Beach
53,Male,Low,Solo,4,Mid-range,Cultural/Historical
59,Female,Medium,Solo,5,Economical,Relaxation/Beach
54,Male,High,Group,5,Mid-range,Cultural/Historical
39,Male,Medium,Family,3,Economical,Cultural/Historical
59,Male,Medium,Family,4,Economical,Party/Nightlife
29,Male,Medium,Family,5,Luxury,Relaxation/Beach
59,Male,High,Family,3,Luxury,Party/Nightlife
30,Male,High,Family,3,Mid-range,Cultural/Historical
28,Female,Medium,Solo,3,Mid-range,Cultural/Historical
33,Female,Medium,Family,1,Luxury,Relaxation/Beach
25,Male,Medium,Group,5,Mid-range,Adventure/Nature
57,Male,Low,Family,5,Luxury,Cultural/Historical
57,Female,Medium,Solo,2,Mid-range,Relaxation/Beach
62,Male,Medium,Group,1,Economical,Cultural/Historical
19,Male,Low,Group,5,Mid-range,Adventure/Nature
47,Female,Low,Solo,5,Mid-range,Cultural/Historical
47,Female,Medium,Group,2,Mid-range,Adventure/Nature
29,Female,High,Family,4,Economical,Adventure/Nature
27,Female,Medium,Solo,4,Luxury,Cultural/Historical
61,Male,Medium,Solo,1,Economical,Relaxation/Beach
28,Female,Medium,Family,3,Mid-range,Cultural/Historical
32,Male,Medium,Group,2,Mid-range,Cultural/Historical
33,Male,Medium,Solo,2,Mid-range,Relaxation/Beach
34,Male,Medium,Solo,5,Economical,Adventure/Nature
43,Female,Low,Solo,5,Mid-range,Cultural/Historical
19,Male,Medium,Family,2,Economical,Cultural/Historical
29,Other,Low,Solo,3,Mid-range,Cultural/Historical
43,Female,Medium,Solo,4,Mid-range,Cultural/Historical
40,Female,High,Family,1,Luxury,Relaxation/Beach
35,Female,Low,Group,4,Luxury,Cultural/Historical
49,Female,Medium,Family,1,Luxury,Relaxation/Beach
55,Female,Medium,Family,3,Luxury,Cultural/Historical
64,Male,High,Family,2,Economical,Cultural/Historical
20,Female,Medium,Family,3,Luxury,Cultural/Historical
55,Female,High,Group,2,Economical,Cultural/Historical
20,Other,High,Group,5,Mid-range,Adventure/Nature
47,Female,Medium,Solo,1,Economical,Cultural/Historical
